address,spot_hype
0xd63a8960a5f15930585a798ea2b796468ceaa80a,12567.24701451
0x3ec180379ab1f489a7ec6e332d04dbffaf6d15ca,12500.40323398
0x549e6dd8453ed87fccdcf4f8b37162b10edc0533,12500.2526005
0x4350a03c0e9188270b7e1f1d97a13a7a18f34e84,12447.96934005
0xc854dae71245a31be7e54b1be8a238397b6fa0c4,12437.38393018
0x6378c8b5d24dc895cab60efc485a27dcc1cc26c2,12266.91546377
0x64bddab5f13a99576fca6747f0aa205422c5f708,12250.55184074
0xff401c4aef18b8141cf9711b67e9658c1be9520c,12221.36592034
0x2b329ff4d9d5a1a3fb6ad5a1ec03efeb65f7f189,12186.6362434
0xf03cc2cda79133144ad6514c83707aa03d8281b3,12139.75154774
0x8184e8a5cfac0a0783e389b550f84a0a8bd1b567,12119.42838216
0xea00fc641a817e5f3eded4743aac7ab08dbf74b0,12115.94225543
0xfffa6fc6acc3dbe04b175862376f1c5ff88cf9c1,12094.50522703
0xdbe0780a5c5a0e3b345101bbc01ac2218196d6d5,11946.56050923
0xbe1c17a4b10cf28e343aea4b118420f637d95dcd,11933.24290613
0x13f74e8c9f885a6968c6e3a101cf09d5f040f9ab,11778.0
0x2ca212af7e65631d46a1cf406427f257d2976a71,11710.14056295
0x0f84ab18cc983de81b5f3624a43307a4bb801e36,11650.2944683
0xee3386b6a0504013f02e75c6f37d776aa6c821e7,11504.5
0xbeeb374164b43e928073016fb144fc5266ebc5f1,11456.06421715
0x757bb286acc54032172594e2ae11f02442d7c6ea,11426.11996829
0x001aba7087f49a135ffb121a40684416824e9c34,11407.2827291
0xc1a2d8a1182bc200f3bf9529a89fe9249373d709,11396.37737956
0xbdbc4233ce2f349a9112f9890415050f57053ffe,11354.42
0xc39735e4f0999201b4b072f1d8ec4e4d5e0249d9,11326.63677492
0xdf7bd71e7eb9ebf6a0f75e8f8f9b2740f4ef45f1,11232.45221014
0x9a1500b41519868039b1f95c447ba50b76d837e6,11128.71524795
0x045d771110c6e1e860c0e253b6c51a5059a4b9f1,11098.70177579
0x5b6e0f1844cb16738b08040cad95a5eb709700e4,11065.38
0xee305301ccde81703a7ec630c80d3fee20ebea84,11000.6162466
0x328fa7c33c90f0d77460a2bc5c341bb2478d7fb0,11000.00081564
