date,price,official_circulating,excluding_foundation,liquid_not_staked_excluding_foundation,future_emissions,assistance_fund,staked_by_others,hyperevm,untracked_residual
2026-09-23,97.325,298.759,238.272,95.546,411.338,47.423,142.725,51.911,13.523
